"","fw","rw","sum"
"1050",139.25,33.32,172.57
"1051",30.1,31.4,61.5
"1052",139.25,33.32,172.57
"1053",0,7.85,7.85
"1054",0,7.85,7.85
"1055",139.25,33.32,172.57
"1056",7.85,76.55,84.4
"1057",30.1,31.4,61.5
"1058",139.25,33.32,172.57
"1059",7.85,76.55,84.4
"1060",30.1,31.4,61.5
"1061",139.25,33.32,172.57
"1062",7.85,31.4,39.25
"1063",139.25,33.32,172.57
"1064",139.25,33.32,172.57
"1065",7.85,15.7,23.55
"1066",1274.15,NA,NA
"1067",1274.15,NA,NA
"1068",1274.15,NA,NA
"1069",875.3,NA,NA
"1070",875.3,NA,NA
"1071",875.3,NA,NA
"1072",875.3,NA,NA
"1073",875.3,NA,NA
"1074",875.3,NA,NA
"1075",2639.2,NA,NA
"1076",1342.7,NA,NA
"1077",897.5,NA,NA
"1078",897.5,NA,NA
"1079",NA,NA,NA
"1080",NA,NA,NA
"1081",NA,NA,NA
"1082",NA,NA,NA
"1083",NA,NA,NA
"1084",1846.2,NA,NA
"1085",1846.2,NA,NA
"1086",1383.6,NA,NA
"1087",NA,NA,NA
"1088",NA,NA,NA
"1089",1342.7,NA,NA
"1090",1342.7,NA,NA
"1091",1342.7,NA,NA
"1092",591.65,NA,NA
"1093",NA,NA,NA
"1094",238.6,NA,NA
"1095",1383.6,NA,NA
"1096",1383.6,NA,NA
"1097",NA,NA,NA
"1098",NA,NA,NA
"1099",NA,NA,NA
"1100",2639.2,NA,NA
"1101",1846.2,NA,NA
"1102",1454.8,NA,NA
"1103",1454.8,NA,NA
"1104",1657.6,NA,NA
"1105",1342.7,NA,NA
"1106",405.3,NA,NA
"1107",405.3,NA,NA
"1108",NA,NA,NA
"1109",NA,NA,NA
"1110",405.3,NA,NA
"1111",1342.7,NA,NA
"1112",1342.7,NA,NA
"1113",1060.7,NA,NA
"1114",1657.6,NA,NA
"1115",238.6,NA,NA
"1116",NA,NA,NA
"1117",NA,NA,NA
"1118",NA,NA,NA
"1119",1846.2,NA,NA
"1120",1846.2,NA,NA
"1121",1846.2,NA,NA
"1122",1846.2,NA,NA
"1123",238.6,NA,NA
"1124",897.5,NA,NA
"1125",1246.2,NA,NA
"1126",1246.2,NA,NA
"1127",NA,NA,NA
"1128",1060.7,NA,NA
"1129",1520,NA,NA
"1130",1520,NA,NA
"1131",1520,NA,NA
"1132",NA,NA,NA
"1133",238.6,NA,NA
"1134",238.6,NA,NA
"1135",1060.7,NA,NA
"1136",586.55,NA,NA
"1137",NA,NA,NA
"1138",1454.8,NA,NA
"1139",1454.8,NA,NA
"1140",499.4,NA,NA
"1141",476.5,NA,NA
"1142",974.7,NA,NA
"1143",586.55,NA,NA
"1144",586.55,NA,NA
"1145",499.4,NA,NA
"1146",499.4,NA,NA
"1147",1454.8,NA,NA
"1148",1454.8,NA,NA
"1149",NA,NA,NA
"1150",1454.8,NA,NA
"1151",1724.1,NA,NA
"1152",1724.1,NA,NA
"1153",1454.8,NA,NA
"1154",591.65,NA,NA
"1155",NA,NA,NA
"1156",1454.8,NA,NA
"1157",591.65,NA,NA
"1158",NA,NA,NA
"1159",1454.8,NA,NA
"1160",NA,NA,NA
"1161",1454.8,NA,NA
"1162",1454.8,NA,NA
"1163",897.5,NA,NA
"1164",7.85,31.4,39.25
"1165",7.85,31.4,39.25
"1166",475.3,1870,2345.3
"1167",35.6,7.85,43.45
"1168",35.6,7.85,43.45
"1169",35.6,7.85,43.45
"1170",35.6,7.85,43.45
"1171",35.6,7.85,43.45
"1172",35.6,7.85,43.45
"1173",35.6,7.85,43.45
"1174",35.6,7.85,43.45
"1175",35.6,7.85,43.45
"1176",35.6,7.85,43.45
"1177",35.6,7.85,43.45
"1178",35.6,7.85,43.45
"1179",35.6,7.85,43.45
"1180",35.6,7.85,43.45
"1181",35.6,7.85,43.45
"1182",35.6,7.85,43.45
"1183",35.6,7.85,43.45
"1184",35.6,7.85,43.45
"1185",35.6,7.85,43.45
"1186",35.6,7.85,43.45
"1187",35.6,7.85,43.45
"1188",35.6,7.85,43.45
"1189",35.6,7.85,43.45
"1190",35.6,7.85,43.45
"1191",35.6,7.85,43.45
"1192",35.6,7.85,43.45
"1193",35.6,7.85,43.45
"1194",35.6,7.85,43.45
"1195",35.6,7.85,43.45
"1196",35.6,7.85,43.45
"1197",35.6,7.85,43.45
"1198",35.6,7.85,43.45
"1199",7.85,83.1,90.95
"1200",7.85,7.85,15.7
"1201",897.5,NA,NA
"1202",7.85,25.47,33.32
"1203",0,49.02,49.02
"1204",0,45.08,45.08
"1205",7.85,106.65,114.5
"1206",7.85,7.85,15.7
"1207",0,49.02,49.02
"1208",0,7.85,7.85
"1209",35.6,90.95,126.55
"1210",35.6,90.95,126.55
"1211",7.85,7.85,15.7
"1212",7.85,7.85,15.7
"1213",0,7.85,7.85
"1214",7.85,7.85,15.7
"1215",7.85,7.85,15.7
"1216",7.85,7.85,15.7
"1217",7.85,7.85,15.7
"1218",7.85,7.85,15.7
"1219",7.85,7.85,15.7
"1220",7.85,7.85,15.7
"1221",7.85,7.85,15.7
"1222",7.85,7.85,15.7
"1223",7.85,7.85,15.7
"1224",7.85,7.85,15.7
"1225",7.85,7.85,15.7
"1226",7.85,7.85,15.7
"1227",7.85,7.85,15.7
"1228",7.85,7.85,15.7
"1229",7.85,7.85,15.7
"1230",7.85,7.85,15.7
"1231",7.85,7.85,15.7
"1232",7.85,7.85,15.7
"1233",7.85,7.85,15.7
"1234",7.85,7.85,15.7
"1235",7.85,7.85,15.7
"1236",1031,1496.9,2527.9
"1237",1031,1496.9,2527.9
"1238",1031,1496.9,2527.9
"1239",505.2,1496.9,2002.1
"1240",505.2,1496.9,2002.1
"1241",505.2,1496.9,2002.1
"1242",505.2,1496.9,2002.1
"1243",505.2,1496.9,2002.1
"1244",505.2,1496.9,2002.1
"1245",505.2,1496.9,2002.1
"1246",505.2,1496.9,2002.1
"1247",505.2,1496.9,2002.1
"1248",505.2,1496.9,2002.1
"1249",505.2,1496.9,2002.1
"1250",505.2,1556.65,2061.85
"1251",505.2,1496.9,2002.1
"1252",585.8,1496.9,2082.7
"1253",585.8,1496.9,2082.7
"1254",585.8,351.6,937.4
"1255",585.8,1496.9,2082.7
"1256",505.2,1496.9,2002.1
"1257",505.2,1496.9,2002.1
"1258",585.8,1496.9,2082.7
"1259",0,7.85,7.85
"1260",43.45,15.7,59.15
"1261",0,7.85,7.85
"1262",35.6,7.85,43.45
"1263",30.1,49.02,79.12
"1264",43.45,49.02,92.47
"1265",0,107.44,107.44
"1266",7.85,49.02,56.87
"1267",0,49.02,49.02
"1268",37.95,83.89,121.84
"1269",0,51.8,51.8
"1270",7.85,49.02,56.87
"1271",0,107.44,107.44
"1272",0,107.44,107.44
"1273",7.85,83.89,91.74
"1274",0,107.44,107.44
"1275",0,107.44,107.44
"1276",0,49.02,49.02
"1277",0,31.4,31.4
"1278",0,31.4,31.4
"1279",0,76.55,76.55
"1280",0,51.8,51.8
"1281",0,31.4,31.4
"1282",0,31.4,31.4
"1283",0,15.7,15.7
"1284",43.45,31.4,74.85
"1285",0,49.02,49.02
"1286",0,49.02,49.02
"1287",558.4,1450.2,2008.6
"1288",30.1,31.4,61.5
"1289",0,7.85,7.85
"1290",131.4,78.47,209.87
"1291",30.1,49.02,79.12
"1292",0,15.7,15.7
"1293",7.85,31.4,39.25
"1294",7.85,31.4,39.25
"1295",7.85,31.4,39.25
"1296",7.85,31.4,39.25
"1297",7.85,31.4,39.25
"1298",7.85,31.4,39.25
"1299",7.85,31.4,39.25
"1300",7.85,31.4,39.25
"1301",7.85,31.4,39.25
"1302",7.85,31.4,39.25
"1303",7.85,31.4,39.25
"1304",7.85,31.4,39.25
"1305",7.85,31.4,39.25
"1306",7.85,31.4,39.25
"1307",7.85,31.4,39.25
"1308",7.85,31.4,39.25
"1309",7.85,31.4,39.25
"1310",7.85,31.4,39.25
"1311",7.85,31.4,39.25
"1312",7.85,31.4,39.25
"1313",7.85,31.4,39.25
"1314",7.85,31.4,39.25
"1315",7.85,31.4,39.25
"1316",7.85,31.4,39.25
"1317",7.85,31.4,39.25
"1318",7.85,31.4,39.25
"1319",7.85,31.4,39.25
"1320",7.85,31.4,39.25
"1321",7.85,31.4,39.25
"1322",NA,NA,NA
"1323",809.1,NA,NA
"1324",NA,NA,NA
"1325",37.95,83.1,121.05
"1326",43.45,49.02,92.47
"1327",NA,NA,NA
"1328",809.1,NA,NA
"1329",NA,NA,NA
"1330",NA,NA,NA
"1331",NA,NA,NA
"1332",1135.25,NA,NA
"1333",1135.25,NA,NA
"1334",0,31.4,31.4
"1335",0,0,0
"1336",0,90.95,90.95
"1337",7.85,107.44,115.29
"1338",0,7.85,7.85
"1339",0,7.85,7.85
"1340",0,7.85,7.85
"1341",0,7.85,7.85
"1342",0,7.85,7.85
"1343",0,7.85,7.85
"1344",0,7.85,7.85
"1345",0,7.85,7.85
"1346",0,7.85,7.85
"1347",0,7.85,7.85
"1348",0,7.85,7.85
"1349",0,7.85,7.85
"1350",0,7.85,7.85
"1351",0,7.85,7.85
"1352",0,7.85,7.85
"1353",0,7.85,7.85
"1354",0,7.85,7.85
"1355",0,7.85,7.85
"1356",0,7.85,7.85
"1357",0,7.85,7.85
"1358",0,7.85,7.85
"1359",1342.7,NA,NA
"1360",1342.7,NA,NA
"1361",1342.7,NA,NA
"1362",1342.7,NA,NA
"1363",1342.7,NA,NA
"1364",1342.7,NA,NA
"1365",1342.7,NA,NA
"1366",1342.7,NA,NA
"1367",1342.7,NA,NA
"1368",1342.7,NA,NA
"1369",1342.7,NA,NA
"1370",1342.7,NA,NA
"1371",1342.7,NA,NA
"1372",1342.7,NA,NA
"1373",1342.7,NA,NA
"1374",1342.7,NA,NA
"1375",1342.7,NA,NA
"1376",1342.7,NA,NA
"1377",1342.7,NA,NA
"1378",897.5,NA,NA
"1379",897.5,NA,NA
"1380",2317.8,NA,NA
"1381",NA,NA,NA
"1382",NA,881.18,NA
"1383",2317.8,NA,NA
"1384",2317.8,NA,NA
"1385",NA,881.18,NA
"1386",NA,881.18,NA
"1387",NA,NA,NA
"1388",NA,NA,NA
"1389",NA,NA,NA
"1390",NA,NA,NA
"1391",2317.8,NA,NA
"1392",0,7.85,7.85
"1393",0,7.85,7.85
"1394",0,31.4,31.4
"1395",0,7.85,7.85
"1396",0,0,0
"1397",30.1,15.7,45.8
"1398",0,76.55,76.55
"1399",30.1,33.32,63.42
"1400",35.6,94.17,129.77
"1401",0,49.02,49.02
"1402",0,28.25,28.25
"1403",139.25,107.44,246.69
"1404",0,28.25,28.25
"1405",475.3,1870,2345.3
"1406",30.1,49.02,79.12
"1407",1066.45,977.2,2043.65
"1408",1066.45,977.2,2043.65
"1409",367.35,461.1,828.45
"1410",685.9,328.9,1014.8
"1411",1059.5,608.79,1668.29
"1412",1059.5,2258.98,3318.48
"1413",555.8,925.8,1481.6
"1414",191.4,703.25,894.65
"1415",535.1,770.5,1305.6
"1416",535.1,770.5,1305.6
"1417",685.8,750.25,1436.05
"1418",480.8,355.2,836
"1419",450.95,957.2,1408.15
"1420",365.6,931.7,1297.3
"1421",705.9,863.5,1569.4
"1422",419.55,905.9,1325.45
"1423",37.95,107.44,145.39
"1424",30.1,49.02,79.12
"1425",0,76.55,76.55
"1426",43.45,49.02,92.47
"1427",0,49.02,49.02
"1428",139.25,7.85,147.1
"1429",7.85,37.23,45.08
"1430",0,31.4,31.4
"1431",1081.5,1221.94,2303.44
"1432",1100.1,477.1,1577.2
"1433",1100.1,1598.52,2698.62
"1434",0,7.85,7.85
"1435",131.4,78.47,209.87
"1436",30.1,49.02,79.12
"1437",0,15.7,15.7
"1438",0,31.4,31.4
"1439",30.1,7.85,37.95
"1440",35.6,31.4,67
"1441",0,7.85,7.85
"1442",7.85,7.85,15.7
"1443",30.1,33.32,63.42
"1444",584.15,NA,NA
"1445",584.15,NA,NA
"1446",584.15,NA,NA
"1447",NA,NA,NA
"1448",NA,NA,NA
"1449",NA,NA,NA
"1450",1655.3,1481.8,3137.1
"1451",1655.3,1481.8,3137.1
"1452",1655.3,1481.8,3137.1
"1453",1655.3,1481.8,3137.1
"1454",586.5,NA,NA
"1455",586.5,NA,NA
"1456",1655.3,699,2354.3
"1457",1655.3,699,2354.3
"1458",1655.3,699,2354.3
"1459",1655.3,699,2354.3
"1460",NA,NA,NA
"1461",NA,NA,NA
"1462",852.8,NA,NA
"1463",852.8,NA,NA
"1464",852.8,NA,NA
"1465",852.8,NA,NA
"1466",852.8,NA,NA
"1467",421.7,NA,NA
"1468",563.45,NA,NA
"1469",741.5,NA,NA
"1470",563.45,NA,NA
"1471",586.8,1651.2,2238
"1472",586.8,1651.2,2238
"1473",586.8,1222.56,1809.36
"1474",586.8,1222.56,1809.36
"1475",790.7,1651.2,2441.9
"1476",790.7,1651.2,2441.9
"1477",656.4,NA,NA
"1478",656.4,NA,NA
"1479",656.4,NA,NA
"1480",656.4,NA,NA
"1481",656.4,NA,NA
"1482",656.4,NA,NA
"1483",656.4,NA,NA
"1484",790.7,1651.2,2441.9
"1485",790.7,1651.2,2441.9
"1486",790.7,1651.2,2441.9
"1487",790.7,1651.2,2441.9
"1488",NA,NA,NA
"1489",NA,NA,NA
"1490",NA,NA,NA
"1491",790.7,1651.2,2441.9
"1492",790.7,1651.2,2441.9
"1493",852.8,NA,NA
"1494",852.8,NA,NA
"1495",1790.4,NA,NA
"1496",1790.4,NA,NA
"1497",1790.4,933.04,2723.44
"1498",1790.4,933.04,2723.44
"1499",816.45,982.58,1799.03
"1500",816.45,982.58,1799.03
"1501",816.45,982.58,1799.03
"1502",816.45,982.58,1799.03
"1503",816.45,982.58,1799.03
"1504",816.45,982.58,1799.03
"1505",816.45,982.58,1799.03
"1506",816.45,982.58,1799.03
"1507",816.45,982.58,1799.03
"1508",816.45,982.58,1799.03
"1509",816.45,982.58,1799.03
"1510",2040.2,NA,NA
"1511",2040.2,NA,NA
"1512",2040.2,NA,NA
"1513",2040.2,NA,NA
"1514",2040.2,NA,NA
"1515",2040.2,NA,NA
"1516",2040.2,NA,NA
"1517",2040.2,NA,NA
"1518",2040.2,NA,NA
"1519",128.25,107.44,235.69
"1520",NA,NA,NA
"1521",363.85,NA,NA
"1522",803.55,NA,NA
"1523",1555.65,1040.56,2596.21
"1524",NA,839.15,NA
"1525",770.05,839.15,1609.2
"1526",NA,839.15,NA
"1527",NA,839.15,NA
"1528",NA,NA,NA
"1529",417.4,1547.48,1964.88
"1530",541.2,1203.68,1744.88
"1531",NA,NA,NA
"1532",686.25,1898.1,2584.35
"1533",686.25,1436.18,2122.43
"1534",564.7,1436.18,2000.88
"1535",564.7,1436.18,2000.88
"1536",564.7,1436.18,2000.88
"1537",456.6,649.12,1105.72
"1538",NA,1612.88,NA
"1539",470,807.8,1277.8
"1540",1508.6,NA,NA
"1541",470,1304.7,1774.7
"1542",470,NA,NA
"1543",1374.6,NA,NA
"1544",2023,1593.18,3616.18
"1545",2655.7,2485.7,5141.4
"1546",892.65,731.9,1624.55
"1547",490.05,1112.13,1602.18
"1548",600.95,1634.53,2235.48
"1549",NA,1583.08,NA
"1550",NA,NA,NA
"1551",1297.2,NA,NA
"1552",911.1,NA,NA
"1553",541.2,NA,NA
"1554",NA,NA,NA
"1555",1105.1,506.4,1611.5
"1556",470,914.05,1384.05
"1557",NA,1272.9,NA
"1558",NA,1024.4,NA
"1559",2518.6,NA,NA
"1560",0,49.02,49.02
"1561",35.6,94.17,129.77
"1562",0,49.02,49.02
"1563",30.1,31.4,61.5
"1564",0,31.4,31.4
"1565",0,15.7,15.7
"1566",30.1,15.7,45.8
"1567",0,31.4,31.4
"1568",0,7.85,7.85
"1569",0,33.32,33.32
"1570",30.1,25.47,55.57
"1571",0,49.02,49.02
"1572",0,31.4,31.4
"1573",35.6,49.02,84.62
"1574",0,15.7,15.7
"1575",7.85,15.7,23.55
"1576",0,49.02,49.02
"1577",7.85,49.02,56.87
"1578",7.85,15.7,23.55
"1579",0,49.02,49.02
"1580",0,31.4,31.4
"1581",0,15.7,15.7
"1582",7.85,49.02,56.87
"1583",0,49.02,49.02
"1584",30.1,31.4,61.5
"1585",0,49.02,49.02
"1586",30.1,33.32,63.42
"1587",7.85,15.7,23.55
"1588",0,49.02,49.02
"1589",30.1,33.32,63.42
"1590",35.6,33.32,68.92
"1591",7.85,31.4,39.25
"1592",0,49.02,49.02
"1593",0,15.7,15.7
"1594",0,15.7,15.7
"1595",139.25,33.32,172.57
"1596",0,7.85,7.85
"1597",970.2,1039.1,2009.3
"1598",35.6,83.89,119.49
"1599",0,20.4,20.4
"1600",35.6,31.4,67
"1601",1362.6,354.4,1717
"1602",1362.6,354.4,1717
"1603",1362.6,354.4,1717
"1604",1362.6,354.4,1717
"1605",1362.6,354.4,1717
"1606",1362.6,354.4,1717
"1607",1362.6,354.4,1717
"1608",1362.6,354.4,1717
"1609",1362.6,354.4,1717
"1610",1362.6,354.4,1717
"1611",1362.6,354.4,1717
"1612",1362.6,354.4,1717
"1613",1362.6,354.4,1717
"1614",1362.6,414.15,1776.75
"1615",1362.6,414.15,1776.75
"1616",NA,332.75,NA
"1617",NA,332.75,NA
"1618",NA,332.75,NA
"1619",NA,332.75,NA
"1620",840.85,332.75,1173.6
"1621",NA,332.75,NA
"1622",NA,332.75,NA
"1623",NA,332.75,NA
"1624",NA,332.75,NA
"1625",NA,332.75,NA
"1626",NA,332.75,NA
"1627",NA,332.75,NA
"1628",NA,332.75,NA
"1629",NA,332.75,NA
"1630",NA,332.75,NA
"1631",NA,332.75,NA
"1632",NA,332.75,NA
"1633",NA,332.75,NA
"1634",NA,332.75,NA
"1635",NA,332.75,NA
"1636",NA,332.75,NA
"1637",NA,332.75,NA
"1638",NA,332.75,NA
"1639",840.85,414.15,1255
"1640",840.85,414.15,1255
"1641",840.85,414.15,1255
"1642",840.85,414.15,1255
"1643",840.85,414.15,1255
"1644",840.85,414.15,1255
"1645",840.85,414.15,1255
"1646",840.85,414.15,1255
"1647",840.85,414.15,1255
"1648",840.85,414.15,1255
"1649",840.85,414.15,1255
"1650",840.85,414.15,1255
"1651",840.85,414.15,1255
"1652",840.85,414.15,1255
"1653",840.85,414.15,1255
"1654",719.5,1788.34,2507.84
"1655",840.85,414.15,1255
"1656",840.85,414.15,1255
"1657",719.5,1788.34,2507.84
"1658",840.85,414.15,1255
"1659",840.85,414.15,1255
"1660",840.85,414.15,1255
"1661",840.85,414.15,1255
"1662",840.85,414.15,1255
"1663",840.85,414.15,1255
"1664",840.85,414.15,1255
"1665",840.85,414.15,1255
"1666",840.85,414.15,1255
"1667",840.85,414.15,1255
"1668",840.85,414.15,1255
"1669",840.85,414.15,1255
"1670",840.85,414.15,1255
"1671",840.85,414.15,1255
"1672",840.85,414.15,1255
"1673",840.85,414.15,1255
"1674",NA,NA,NA
"1675",NA,772.9,NA
"1676",NA,772.9,NA
"1677",7.85,7.85,15.7
"1678",0,7.85,7.85
"1679",43.45,49.02,92.47
"1680",35.6,7.85,43.45
"1681",0,7.85,7.85
"1682",897.5,NA,NA
"1683",897.5,NA,NA
"1684",966.3,654.45,1620.75
"1685",966.3,NA,NA
"1686",907.9,1104,2011.9
"1687",807.6,NA,NA
"1688",807.6,NA,NA
"1689",807.6,NA,NA
"1690",807.6,NA,NA
"1691",NA,NA,NA
"1692",1066.45,NA,NA
"1693",7.85,49.02,56.87
"1694",7.85,49.02,56.87
"1695",0,49.02,49.02
"1696",1411.5,NA,NA
"1697",966.3,NA,NA
"1698",1411.5,NA,NA
"1699",1411.5,NA,NA
"1700",1411.5,NA,NA
"1701",1411.5,NA,NA
"1702",1411.5,NA,NA
"1703",1411.5,NA,NA
"1704",1411.5,NA,NA
"1705",1411.5,NA,NA
"1706",1411.5,NA,NA
"1707",0,33.32,33.32
"1708",0,NA,NA
"1709",0,33.32,33.32
"1710",0,15.7,15.7
"1711",0,33.32,33.32
"1712",0,33.32,33.32
"1713",0,33.32,33.32
"1714",0,33.32,33.32
"1715",0,33.32,33.32
"1716",131.4,83.89,215.29
"1717",0,7.85,7.85
"1718",0,7.85,7.85
"1719",0,7.85,7.85
"1720",0,7.85,7.85
"1721",0,7.85,7.85
"1722",0,7.85,7.85
"1723",0,7.85,7.85
"1724",0,7.85,7.85
"1725",0,7.85,7.85
"1726",0,7.85,7.85
"1727",0,7.85,7.85
"1728",0,7.85,7.85
"1729",0,7.85,7.85
"1730",0,7.85,7.85
"1731",0,7.85,7.85
"1732",0,7.85,7.85
"1733",0,7.85,7.85
"1734",0,7.85,7.85
"1735",0,7.85,7.85
"1736",0,7.85,7.85
"1737",0,7.85,7.85
"1738",0,7.85,7.85
"1739",0,7.85,7.85
"1740",0,7.85,7.85
"1741",0,7.85,7.85
"1742",0,7.85,7.85
"1743",0,7.85,7.85
"1744",0,7.85,7.85
"1745",0,7.85,7.85
"1746",0,7.85,7.85
"1747",0,7.85,7.85
"1748",0,7.85,7.85
"1749",0,7.85,7.85
"1750",30.1,15.7,45.8
"1751",0,25.47,25.47
"1752",0,49.02,49.02
"1753",0,49.02,49.02
"1754",0,49.02,49.02
"1755",0,124.27,124.27
"1756",0,124.27,124.27
"1757",357,NA,NA
"1758",357,NA,NA
"1759",357,NA,NA
"1760",357,NA,NA
"1761",357,NA,NA
"1762",357,NA,NA
"1763",357,NA,NA
"1764",357,NA,NA
"1765",357,NA,NA
"1766",357,NA,NA
"1767",357,NA,NA
"1768",357,NA,NA
"1769",357,NA,NA
"1770",357,NA,NA
"1771",357,NA,NA
"1772",357,NA,NA
"1773",357,NA,NA
"1774",357,NA,NA
"1775",357,NA,NA
"1776",357,NA,NA
"1777",357,NA,NA
"1778",357,NA,NA
"1779",357,NA,NA
"1780",357,NA,NA
"1781",357,NA,NA
"1782",NA,NA,NA
"1783",357,NA,NA
"1784",357,NA,NA
"1785",357,NA,NA
"1786",NA,NA,NA
"1787",357,NA,NA
"1788",357,NA,NA
"1789",357,NA,NA
"1790",357,NA,NA
"1791",357,NA,NA
"1792",357,NA,NA
"1793",357,NA,NA
"1794",357,NA,NA
"1795",357,NA,NA
"1796",357,NA,NA
"1797",357,NA,NA
"1798",357,NA,NA
"1799",357,NA,NA
"1800",357,NA,NA
"1801",357,NA,NA
"1802",357,NA,NA
"1803",357,NA,NA
"1804",339.2,NA,NA
"1805",357,NA,NA
"1806",357,NA,NA
"1807",357,NA,NA
"1808",357,NA,NA
"1809",357,NA,NA
"1810",357,NA,NA
"1811",NA,NA,NA
"1812",NA,NA,NA
"1813",NA,NA,NA
"1814",357,NA,NA
"1815",NA,NA,NA
"1816",NA,NA,NA
"1817",0,49.02,49.02
"1818",117.6,15.7,133.3
"1819",31.6,15.7,47.3
"1820",0,15.7,15.7
"1821",0,15.7,15.7
"1822",27.2,15.7,42.9
"1823",35.6,31.4,67
"1824",35.6,31.4,67
"1825",0,7.85,7.85
"1826",7.85,15.7,23.55
"1827",0,124.27,124.27
"1828",0,49.02,49.02
"1829",131.4,25.47,156.87
"1830",0,49.02,49.02
"1831",35.6,100.72,136.32
"1832",0,31.4,31.4
"1833",7.85,15.7,23.55
"1834",35.6,33.32,68.92
"1835",0,7.85,7.85
"1836",0,7.85,7.85
"1837",0,NA,NA
"1838",0,53,53
"1839",0,7.85,7.85
"1840",0,7.85,7.85
"1841",0,70.62,70.62
"1842",0,70.62,70.62
"1843",0,70.62,70.62
"1844",0,25.47,25.47
"1845",0,70.62,70.62
"1846",0,70.62,70.62
"1847",0,25.47,25.47
"1848",0,25.47,25.47
"1849",0,25.47,25.47
"1850",0,25.47,25.47
"1851",0,25.47,25.47
"1852",0,53,53
"1853",0,53,53
"1854",0,53,53
"1855",0,25.47,25.47
"1856",0,25.47,25.47
"1857",0,25.47,25.47
"1858",0,25.47,25.47
"1859",0,25.47,25.47
"1860",0,25.47,25.47
"1861",0,7.85,7.85
"1862",0,7.85,7.85
"1863",0,7.85,7.85
"1864",0,7.85,7.85
"1865",0,7.85,7.85
"1866",0,25.47,25.47
"1867",0,53,53
"1868",0,53,53
"1869",0,53,53
"1870",0,53,53
"1871",0,53,53
"1872",0,53,53
"1873",0,53,53
"1874",0,53,53
"1875",0,53,53
"1876",0,53,53
"1877",7.85,7.85,15.7
"1878",30.1,25.47,55.57
"1879",30.1,25.47,55.57
"1880",30.1,25.47,55.57
"1881",0,25.47,25.47
"1882",0,25.47,25.47
"1883",0,25.47,25.47
"1884",0,25.47,25.47
"1885",0,25.47,25.47
"1886",0,25.47,25.47
"1887",0,25.47,25.47
"1888",0,25.47,25.47
"1889",0,25.47,25.47
"1890",0,25.47,25.47
"1891",0,25.47,25.47
"1892",0,25.47,25.47
"1893",0,70.62,70.62
"1894",0,53,53
"1895",0,53,53
"1896",0,53,53
"1897",0,53,53
"1898",0,70.62,70.62
"1899",35.6,7.85,43.45
"1900",35.6,7.85,43.45
"1901",0,53,53
"1902",0,53,53
"1903",0,53,53
"1904",43.45,25.47,68.92
"1905",43.45,25.47,68.92
"1906",43.45,25.47,68.92
"1907",43.45,25.47,68.92
"1908",43.45,25.47,68.92
"1909",43.45,25.47,68.92
"1910",43.45,25.47,68.92
"1911",43.45,25.47,68.92
"1912",43.45,25.47,68.92
"1913",43.45,25.47,68.92
"1914",43.45,25.47,68.92
"1915",43.45,25.47,68.92
"1916",43.45,25.47,68.92
"1917",30.1,7.85,37.95
"1918",30.1,7.85,37.95
"1919",30.1,7.85,37.95
"1920",30.1,7.85,37.95
"1921",30.1,7.85,37.95
"1922",30.1,7.85,37.95
"1923",30.1,7.85,37.95
"1924",30.1,7.85,37.95
"1925",35.6,7.85,43.45
"1926",35.6,7.85,43.45
"1927",35.6,7.85,43.45
"1928",35.6,7.85,43.45
"1929",35.6,7.85,43.45
"1930",35.6,7.85,43.45
"1931",NA,NA,NA
"1932",NA,NA,NA
"1933",NA,NA,NA
"1934",694.8,NA,NA
"1935",694.8,NA,NA
"1936",1376.4,NA,NA
"1937",1376.4,NA,NA
"1938",NA,NA,NA
"1939",1376.4,NA,NA
"1940",1376.4,NA,NA
"1941",1376.4,NA,NA
"1942",1376.4,NA,NA
"1943",NA,NA,NA
"1944",NA,NA,NA
"1945",NA,NA,NA
"1946",NA,NA,NA
"1947",NA,NA,NA
"1948",NA,NA,NA
"1949",NA,NA,NA
"1950",NA,NA,NA
"1951",NA,NA,NA
"1952",NA,NA,NA
"1953",NA,NA,NA
"1954",807.6,NA,NA
"1955",512.4,NA,NA
"1956",1368.9,NA,NA
"1957",1368.9,NA,NA
"1958",1368.9,NA,NA
"1959",NA,961.7,NA
"1960",NA,NA,NA
"1961",NA,NA,NA
"1962",NA,NA,NA
"1963",1925.6,NA,NA
"1964",1925.6,NA,NA
"1965",1925.6,NA,NA
"1966",NA,NA,NA
"1967",NA,NA,NA
"1968",NA,NA,NA
"1969",NA,NA,NA
"1970",NA,NA,NA
"1971",NA,NA,NA
"1972",NA,NA,NA
"1973",NA,NA,NA
"1974",NA,NA,NA
"1975",NA,NA,NA
"1976",NA,NA,NA
"1977",NA,NA,NA
"1978",NA,NA,NA
"1979",NA,NA,NA
"1980",NA,NA,NA
"1981",NA,NA,NA
"1982",NA,NA,NA
"1983",NA,NA,NA
"1984",NA,NA,NA
"1985",857.9,NA,NA
"1986",1201.8,NA,NA
"1987",857.9,NA,NA
"1988",989.85,NA,NA
"1989",NA,970.7,NA
"1990",NA,477.6,NA
"1991",NA,477.6,NA
"1992",NA,NA,NA
"1993",NA,NA,NA
"1994",NA,NA,NA
"1995",NA,NA,NA
"1996",1258.9,770.18,2029.08
"1997",738,NA,NA
"1998",951.9,NA,NA
"1999",NA,NA,NA
"2000",NA,NA,NA
"2001",1838.9,1370.33,3209.23
"2002",NA,NA,NA
